year,country,broadcaster,artist,artistWikiUrl,song,songWikiUrl,language,songwriters,conductors,youtube_url
2002,si,RTVSLO,Sestre,https://en.wikipedia.org/wiki/Sestre_(drag_act),Samo ljubezen,https://en.wikipedia.org/wiki/Samo_ljubezen,Slovene,Barbara Pešut|Robert Pešut,,pr9Pr3GRBA4
2002,es,TVE,Rosa,https://en.wikipedia.org/wiki/Rosa_L%C3%B3pez,Europe's Living a Celebration,https://en.wikipedia.org/wiki/Europe%27s_Living_a_Celebration,Spanish,Toni Ten|Xasqui Ten,,de6XejD1eyU
2002,se,SVT,Afro-dite,https://en.wikipedia.org/wiki/Afro-dite,Never Let It Go,https://en.wikipedia.org/wiki/Never_Let_It_Go,English,Marcos Ubeda,,bbWBSpf-7Eo
2002,ch,SRG SSR,Francine Jordi,https://en.wikipedia.org/wiki/Francine_Jordi,Dans le jardin de mon âme,,French,Francine Jordi,,EZEEvq1i7PA
2002,tr,TRT,Buket Bengisu and Group Safir,https://en.wikipedia.org/wiki/Buket_Bengisu_and_Group_Safir,Leylaklar Soldu Kalbinde,,Turkish,Figen Çakmak|Fani Hodara|Sami Hodara,,vKcUd35CU3U
2002,gb,BBC,Jessica Garlick,https://en.wikipedia.org/wiki/Jessica_Garlick,Come Back,https://en.wikipedia.org/wiki/Come_Back_(Jessica_Garlick_song),English,Martyn Baylay,,2NSR5rSk0Cs
2003,at,ORF,Alf Poier,https://en.wikipedia.org/wiki/Alf_Poier,Weil der Mensch zählt,,German,Alf Poier,,nZJt6Gv4XPk
2003,be,RTBF,Urban Trad,https://en.wikipedia.org/wiki/Urban_Trad,Sanomi,https://en.wikipedia.org/wiki/Sanomi,Imaginary,Yves Barbieux,,RRQlsvWMWBo
2003,ba,PBSBiH,Mija Martina,https://en.wikipedia.org/wiki/Mija_Martina,Ne brini,,Croatian,Arjana Kunštek|Ines Prajo,,KPFjADXmEPo
2003,hr,HRT,Claudia Beni,https://en.wikipedia.org/wiki/Claudia_Beni,Više nisam tvoja,https://en.wikipedia.org/wiki/Vi%C5%A1e_nisam_tvoja,"Croatian, English",Andrej Babić,,4ZsVBPI05Ng
2003,cy,CyBC,Stelios Constantas,https://en.wikipedia.org/wiki/Stelios_Constantas,Feeling Alive,,English,Stelios Constantas,,EmJuQIUIe3Q
2003,ee,ETV,Ruffus,https://en.wikipedia.org/wiki/Ruffus,Eighties Coming Back,,English,Vaiko Eplik,,pHGmKw5QOb8
2003,fr,France Télévisions,Louisa Baïleche,https://en.wikipedia.org/wiki/Louisa_Ba%C3%AFleche,Monts et merveilles,,French,Ralph Siegel|Gunter Johansen,,gYuc67k-wYc
2003,de,NDR,Lou,https://en.wikipedia.org/wiki/Lou_(German_singer),Let's Get Happy,,English,Bernd Meinunger|Ralph Siegel,,UlSCci71FRk
2003,gr,ERT,Mando,https://en.wikipedia.org/wiki/Mando_(singer),Never Let You Go,https://en.wikipedia.org/wiki/Never_Let_You_Go_(Mando_song),English,Mando|Teri Siganos,,fsXhynwog2w
2003,is,RÚV,Birgitta,https://en.wikipedia.org/wiki/Birgitta_Haukdal,Open Your Heart,,English,Birgitta Haukdal|Hallgrímur Óskarsson|Sveinbjörn I. Baldvinsson,,ZI7l5WSJPIA
2003,ie,RTÉ,Mickey Harte,https://en.wikipedia.org/wiki/Mickey_Joe_Harte,We've Got the World,,English,Martin Brannigan|Keith Molloy,,NZ9jfwOcmro
2003,il,IBA,Lior Narkis,https://en.wikipedia.org/wiki/Lior_Narkis,Words for Love,,Hebrew,Yossi Gispan|Yoni Ro'eh,,4FzOTlfV8-8
2003,lv,LTV,F.L.Y.,https://en.wikipedia.org/wiki/F.L.Y.,Hello from Mars,,English,Mārtiņš Freimanis|Lauris Reiniks,,iUoiA60x_HY
2003,mt,PBS,Lynn Chircop,https://en.wikipedia.org/wiki/Lynn_Chircop,To Dream Again,,English,Cynthia Sammut|Alfred Zammit,,gJRXn1rW0H8
2003,nl,NOS,Esther Hart,https://en.wikipedia.org/wiki/Esther_Hart_(singer),One More Night,,English,Alan Michael|Tjeerd van Zanen,,L4EeAlVcvmM
2003,no,NRK,Jostein Hasselgård,https://en.wikipedia.org/wiki/Jostein_Hasselg%C3%A5rd,I'm Not Afraid to Move On,,English,Arve Furset|VJ Strøm,,KuxMly_F75M
2003,pl,TVP,Ich Troje,https://en.wikipedia.org/wiki/Ich_Troje,Keine Grenzen – Żadnych granic,,"German,",André Franke|Joachim Horn-Bernges|Jacek Łągwa|Michał Wiśniewski,,n7pL-jaEnwQ
2003,pt,RTP,Rita Guerra,https://en.wikipedia.org/wiki/Rita_Guerra,Deixa-me sonhar,,Portuguese,Paulo Martins,,mhH7Xv7NkTU
2003,ro,TVR,Nicola,https://en.wikipedia.org/wiki/Nicoleta_Alexandru,Don't Break My Heart,https://en.wikipedia.org/wiki/Don%27t_Break_My_Heart_(Nicola_song),English,Mihai Alexandru|Nicola,,joZvkeX4R3Q
2003,ru,C1R,t.A.T.u.,https://en.wikipedia.org/wiki/T.A.T.u.,"Ne ver', ne boysia"" (Не верь, не бойся)","https://en.wikipedia.org/wiki/Ne_ver%27,_ne_boysia",Russian,Mars Lasar|Valery Polienko,,1TouzY3_yq0
2003,si,RTVSLO,Karmen,https://en.wikipedia.org/wiki/Karmen_Stavec,Nanana,,English,Karmen Stavec|Martin Štibernik,,ZGJagYLLOSQ
2003,es,TVE,Beth,https://en.wikipedia.org/wiki/Beth_(singer),Dime,,Spanish,Amaya Martínez|Jesús María Pérez,,Kue6PTpjI8g
2003,se,SVT,Fame,https://en.wikipedia.org/wiki/Fame_(duo),Give Me Your Love,https://en.wikipedia.org/wiki/Give_Me_Your_Love_(Fame_song),English,Calle Kindbom|Carl Lösnitz,,-qAkQRczjDI
2003,tr,TRT,Sertab Erener,https://en.wikipedia.org/wiki/Sertab_Erener,Everyway That I Can,https://en.wikipedia.org/wiki/Everyway_That_I_Can,English,Demir Demirkan|Sertab Erener,,cJksu8XxZCo
2003,ua,NTU,Olexandr,https://en.wikipedia.org/wiki/Oleksandr_Ponomariov,Hasta la vista,,English,Svika Pick|Mirit Shem Or,,MK-SjFtMYUA
2003,gb,BBC,Jemini,https://en.wikipedia.org/wiki/Jemini,Cry Baby,https://en.wikipedia.org/wiki/Cry_Baby_(Jemini_song),English,Martin Isherwood,,XAJ62IG3gBo
2004,al,RTSH,Anjeza Shahini,https://en.wikipedia.org/wiki/Anjeza_Shahini,The Image of You,https://en.wikipedia.org/wiki/The_Image_of_You,English,Agim Doçi|Edmond Zhulali,,NrVrCJFCejs
2004,ad,RTVA,Marta Roure,https://en.wikipedia.org/wiki/Marta_Roure,Jugarem a estimar-nos,,Catalan,Jofre Bardagí,,918qUY0ORE4
2004,at,ORF,Tie Break,,Du bist,,German,Peter Zimmermann,,_KXWrVtNFiE
2004,by,BTRC,Aleksandra and Konstantin,https://en.wikipedia.org/wiki/Aleksandra_and_Konstantin,My Galileo,,English,Konstantin Drapezo|Aleksandra Kirsanova|Aleksey Solomaha,,bINn55fuScE
2004,be,VRT,Xandee,https://en.wikipedia.org/wiki/Xandee,1 Life,,English,Dirk Paelinck|Marc Paelinck,,w5mX3ecBtTI
2004,ba,PBSBiH,Deen,https://en.wikipedia.org/wiki/Deen_(singer),In the Disco,,English,Vesna Pisarović,,23h__RssJQo
2004,hr,HRT,Ivan Mikulić,https://en.wikipedia.org/wiki/Ivan_Mikuli%C4%87,You Are the Only One,,English,Duško Gruborović|Marina Madrinić|Ivan Mikulić,,WnuBcWHRMjY
2004,cy,CyBC,Lisa Andreas,https://en.wikipedia.org/wiki/Lisa_Andreas,Stronger Every Minute,,English,Mike Connaris,,Dq4RNHax5ow
2004,dk,DR,Tomas Thordarson,https://en.wikipedia.org/wiki/Tomas_Thordarson,Shame on You,,English,Ivar Lind Greiner|Iben Plesner,,RJ8ow0_GYBQ
2004,ee,ETV,Neiokõsõ,,Tii,,Võro,Aapo Ilves|Priit Pajusaar|Glen Pilvre,,8gOwmmxQaho
2004,fi,YLE,Jari Sillanpää,https://en.wikipedia.org/wiki/Jari_Sillanp%C3%A4%C3%A4,Takes 2 to Tango,,English,Jari Sillanpää|Mika Toivanen,,LRQgeLajKN4
2004,fr,France Télévisions,Jonatan Cerrada,https://en.wikipedia.org/wiki/Jonatan_Cerrada,À chaque pas,,French,"Steve Balsamo|Jonatan Cerrada|Ben ""Jammin"" Robbins",,vrzC1oGWX_I
2004,de,NDR,Max,https://en.wikipedia.org/wiki/Max_Mutzke,Can't Wait Until Tonight,https://en.wikipedia.org/wiki/Can%27t_Wait_Until_Tonight,"English,",Stefan Raab,,0DjihJp4HU4
2004,gr,ERT,Sakis Rouvas,https://en.wikipedia.org/wiki/Sakis_Rouvas,Shake It,https://en.wikipedia.org/wiki/Shake_It_(Sakis_Rouvas_song),English,Nikos Terzis|Nektarios Tyrakis,,asZwDUTEXls
2004,is,RÚV,Jónsi,https://en.wikipedia.org/wiki/J%C3%B3n_J%C3%B3sep_Sn%C3%A6bj%C3%B6rnsson,Heaven,,English,Magnús Þór Sigmundsson|Sveinn Rúnar Sigurðsson,,fe5Sql0wKJI
2004,ie,RTÉ,Chris Doran,https://en.wikipedia.org/wiki/Chris_Doran,If My World Stopped Turning,,English,Brian McFadden|Jonathan Shorten,,DpHuREDD798
2004,il,IBA,David D'Or,https://en.wikipedia.org/wiki/David_D%27Or,"Leha'amin"" (להאמין)",,Hebrew,David D'Or|Ehud Manor|Ofer Meiri,,5NrtXPjwLB4
2004,lv,LTV,Fomins and Kleins,https://en.wikipedia.org/wiki/Fomins_and_Kleins,Dziesma par laimi,,Latvian,Tomass Kleins|Guntars Račs,,r-wTd_9IThc
2004,lt,LRT,Linas and Simona,https://en.wikipedia.org/wiki/Linas_and_Simona,What's Happened to Your Love,,English,Linas Adomaitis|Michalis Antoniou|Camden-MS,,7BlU6y_ZghY
2004,mk,MRT,Toše Proeski,https://en.wikipedia.org/wiki/To%C5%A1e_Proeski,Life,,English,Irena Dukić|Jovan Jovanov|Damjan Lazarov,,5_NX0usepUI
2004,mt,PBS,Julie,https://en.wikipedia.org/wiki/Julie_Zahra,On Again... Off Again,,English,Gerard James Borg|Philip Vella,,hbKBo7QhwcI
2004,mc,TMC,Maryon,https://en.wikipedia.org/wiki/Maryon,Notre planète,,French,Philippe Bosco|Patrick Sassier,,p62weX__fTc
2004,nl,NOS,Re-union,https://en.wikipedia.org/wiki/Re-union_(duo),Without You,,English,Angeline van Otterdijk|Ed van Otterdijk,,phHQrLvEBUU
2004,no,NRK,Knut Anders Sørum,https://en.wikipedia.org/wiki/Knut_Anders_S%C3%B8rum,High,,English,Lars Andersson|Dan Attlerud|Thomas Thörnholm,,1_0JT8ne6_0
2004,pl,TVP,Blue Café,https://en.wikipedia.org/wiki/Blue_Caf%C3%A9,Love Song,,"English, Spanish",Tatiana Okupnik|Paweł Rurak-Sokal,,kWS-S53Zsio
2004,pt,RTP,Sofia Vitória,https://en.wikipedia.org/wiki/Sofia_Vit%C3%B3ria,Foi magia,,Portuguese,Paulo Neves,,4t2aNdDdJ0c
2004,ro,TVR,Sanda,https://en.wikipedia.org/wiki/Sanda_Lado%C8%99i,I Admit,https://en.wikipedia.org/wiki/I_Admit_(Sanda_song),English,Irina Gligor|George Popa,,1QwC2gsmGkA
2004,ru,C1R,Yulia Savicheva,https://en.wikipedia.org/wiki/Yulia_Savicheva,Believe Me,,English,Maxim Fadeev|Brenda Loring,,Cs76CYGjfIs
2004,cs,UJRT,Željko Joksimović,https://en.wikipedia.org/wiki/%C5%BDeljko_Joksimovi%C4%87,"Lane moje"" (Лане моје)",https://en.wikipedia.org/wiki/Lane_moje,Serbian,Željko Joksimović|Leontina Vukomanović,,z7OvpjplJ_8
2004,si,RTVSLO,Platin,,Stay Forever,,English,Simon Gomilšek|Diana Lečnik,,2gh2F0aufEw
2004,es,TVE,Ramón,https://en.wikipedia.org/wiki/Ram%C3%B3n_(singer),Para llenarme de ti,,Spanish,Kike Santander,,V2nGwnq9XAE
2004,se,SVT,Lena Philipsson,https://en.wikipedia.org/wiki/Lena_Philipsson,It Hurts,https://en.wikipedia.org/wiki/It_Hurts_(Lena_Philipsson_song),English,Thomas 'Orup' Eriksson,,na2qDYmm7LM
2004,ch,SRG SSR,Piero,https://en.wikipedia.org/wiki/Piero_Esteriore,Celebrate,,English,Greg Manning,,EUX3_0KM7fc
2004,tr,TRT,Athena,https://en.wikipedia.org/wiki/Athena_(band),For Real,,English,Gökhan Özoğuz|Hakan Özoğuz,,pipamUl14A4
2004,ua,NTU,Ruslana,https://en.wikipedia.org/wiki/Ruslana,Wild Dances,https://en.wikipedia.org/wiki/Wild_Dances,"English,",Oleksandr Ksenofontov|Ruslana Lyzhychko,,10XR67NQcAc
2004,gb,BBC,James Fox,https://en.wikipedia.org/wiki/James_Fox_(singer),Hold On to Our Love,https://en.wikipedia.org/wiki/Hold_Onto_Our_Love,English,Gary Miller|Tim Woodcock,,i6S9vDdTWAA
2005,al,RTSH,Ledina Çelo,https://en.wikipedia.org/wiki/Ledina_%C3%87elo,Tomorrow I Go,https://en.wikipedia.org/wiki/Tomorrow_I_Go,English,Adrian Hila|Pandi Laço,,EVchcL1fWXU
2005,ad,RTVA,Marian van de Wal,https://en.wikipedia.org/wiki/Marian_van_de_Wal,La mirada interior,,Catalan,Daniel Aragay|Rafael Artesero|Rafael Fernández|Rafah Tanit,,-RJS79sbMLc
2005,at,ORF,Global.Kryner,https://en.wikipedia.org/wiki/Global_Kryner,Y así,,"English,",Edi Köhldorfer|Christof Spörk,,JwglpNlPrZU
2005,by,BTRC,Angelica Agurbash,https://en.wikipedia.org/wiki/Angelica_Agurbash,Love Me Tonight,,English,Nikos Terzis|Nektarios Tyrakis,,lnY0HbiuiX4
2005,be,RTBF,Nuno Resende,https://en.wikipedia.org/wiki/Nuno_Resende,Le Grand Soir,,French,Alec Mansion|Frédéric Zeitoun,,7-3MTt6Uatk
2005,ba,BHRT,Feminnem,https://en.wikipedia.org/wiki/Feminnem,Call Me,,English,Andrej Babić,,elPI-5JZCws
2005,bg,BNT,Kaffe,https://en.wikipedia.org/wiki/Kaffe_(band),Lorraine,,English,Orlin Pavlov|Vesselin Vesselinov-Eko,,l6rnAKD1QuU
2005,hr,HRT,Boris Novković,https://en.wikipedia.org/wiki/Boris_Novkovi%C4%87,Vukovi umiru sami,,Croatian,Boris Novković|Franjo Valentić,,UqAKFyZw2Ls
2005,cy,CyBC,Constantinos Christoforou,https://en.wikipedia.org/wiki/Constantinos_Christoforou,Ela Ela,,English,Constantinos Christoforou,,C2v6N1X4x6c
2005,dk,DR,Jakob Sveistrup,https://en.wikipedia.org/wiki/Jakob_Sveistrup,Talking to You,,English,Jacob Launbjerg|Andreas Mørck,,409tasQxq2s
2005,ee,ETV,Suntribe,https://en.wikipedia.org/wiki/Suntribe,Let's Get Loud,,English,Sven Lõhmus,,mqvOUfdwQtw
2005,fi,YLE,Geir Rönning,https://en.wikipedia.org/wiki/Geir_R%C3%B6nning,Why,,English,Steven Stewart|Mika Toivanen,,09TuHCqg5t4
2005,fr,France Télévisions,Ortal,https://en.wikipedia.org/wiki/Marie_Ortal_Malka,Chacun pense à soi,,French,Ortal|Saad Tabainet,,d65hoJq5Wos
2005,de,NDR,Gracia,https://en.wikipedia.org/wiki/Gracia_Baur,Run & Hide,,English,David Brandes|John O'Flynn|Jane Tempest,,etWtZYu2tLQ
2005,gr,ERT,Helena Paparizou,https://en.wikipedia.org/wiki/Helena_Paparizou,My Number One,https://en.wikipedia.org/wiki/My_Number_One,English,Christos Dantis|Natalia Germanou|Manos Psaltakis,,ghQZojJWxKI
2005,hu,MTV,Nox,https://en.wikipedia.org/wiki/Nox_(band),"Forogj, világ",,Hungarian,Szabolcs Harmath|Attila Valla,,ib-HrBr169A
2005,is,RÚV,Selma,https://en.wikipedia.org/wiki/Selma_Bj%C3%B6rnsd%C3%B3ttir,If I Had Your Love,,English,Linda Thompson|Þorvaldur Bjarni Þorvaldsson|Vignir Snær Vigfússon,,fa2HRtjxfIc
2005,ie,RTÉ,Donna and Joe,https://en.wikipedia.org/wiki/Donna_and_Joseph_McCaul,Love?,,English,Karl Broderick,,J9CHcqe7xro
2005,il,IBA,Shiri Maimon,https://en.wikipedia.org/wiki/Shiri_Maimon,"HaSheket SheNish'ar"" (השקט שנשאר)",,Hebrew,Pini Aharonbayev|Ben Green|Eyal Shahar,,C03CEocmNtY
2005,lv,LTV,Walters and Kazha,https://en.wikipedia.org/wiki/Valters_and_Ka%C5%BEa,The War Is Not Over,,English,Mārtiņš Freimanis,,olhn1FWuWNU
2005,lt,LRT,Laura and the Lovers,https://en.wikipedia.org/wiki/Laura_and_the_Lovers,Little by Little,,English,"William ""Billy"" Butt|Bobby Ljunggren",,qUfTcrz8Zcc
2005,mk,MRT,Martin Vučić,https://en.wikipedia.org/wiki/Martin_Vu%C4%8Di%C4%87,Make My Day,,English,Branka Kostić|Dragan Vučić,,wPiEpyPdto8
2005,mt,PBS,Chiara,https://en.wikipedia.org/wiki/Chiara_Siracusa,Angel,,English,Chiara,,Vv8GmwcfR9A
2005,mc,TMC,Lise Darly,https://en.wikipedia.org/wiki/Lise_Darly,Tout de moi,,French,Philippe Bosco|Didier Fabre,,DjqkIf3lQAk
2005,md,TRM,Zdob și Zdub,https://en.wikipedia.org/wiki/Zdob_%C8%99i_Zdub,Boonika bate doba,,"English,",Mihai Gîncu|Roman Iagupov,,RWQCgSB_lpE
2005,nl,NOS,Glennis Grace,https://en.wikipedia.org/wiki/Glennis_Grace,My Impossible Dream,,English,Robert D. Fisher|Bruce Smith,,S_Yy3L4mJKo
2005,no,NRK,Wig Wam,https://en.wikipedia.org/wiki/Wig_Wam,In My Dreams,https://en.wikipedia.org/wiki/In_My_Dreams_(Wig_Wam_song),English,Trond Holter,,P-ki-HZrxJM
2005,pl,TVP,Ivan and Delfin,,Czarna dziewczyna,,Polish,Ivan Komarenko|Łukasz Lazer|Michał Szymański,,s2uiE85oWuo
2005,pt,RTP,2B,https://en.wikipedia.org/wiki/2B_(band),Amar,,Portuguese,Alexandre Honrado|Ernesto Leite|José da Ponte,,iQqQZpHmIR0
2005,ro,TVR,Luminița Anghel,https://en.wikipedia.org/wiki/Lumini%C8%9Ba_Anghel,Let Me Try,https://en.wikipedia.org/wiki/Let_Me_Try,English,Cristian Faur,,bGY20O4Z7nM
2005,ru,C1R,Natalia Podolskaya,https://en.wikipedia.org/wiki/Natalia_Podolskaya,Nobody Hurt No One,https://en.wikipedia.org/wiki/Nobody_Hurt_No_One,English,Mary Susan Applegate|Viktor Drobysh|Jussi-Pekka Järvinen,,Ny-EokK64ms
2005,cs,UJRT,No Name,https://en.wikipedia.org/wiki/No_Name_(Montenegrin_band),"Zauvijek moja"" (Заувијек моја)",,Serbian,Slaven Knezović|Milan Perić,,elqvzo8Qe4Q
2005,si,RTVSLO,Omar Naber,https://en.wikipedia.org/wiki/Omar_Naber,Stop,,Slovene,Omar Naber|Urša Vlašič,,qUTIYik9cRA
2005,es,TVE,Son de Sol,https://en.wikipedia.org/wiki/Son_de_Sol,Brujería,,Spanish,Alfredo Panebianco,,mjuADbTcAaE
2005,se,SVT,Martin Stenmarck,https://en.wikipedia.org/wiki/Martin_Stenmarck,Las Vegas,https://en.wikipedia.org/wiki/Las_Vegas_(Martin_Stenmarck_song),English,Niklas Edberger|Johan Fransson|Tim Larsson|Tobias Lundgren,,2JZtAqMqn6k
2005,ch,SRG SSR,Vanilla Ninja,https://en.wikipedia.org/wiki/Vanilla_Ninja,Cool Vibes,,English,David Brandes|John O'Flynn|Jane Tempest,,dEYN99yDiyE
2005,tr,TRT,Gülseren,https://en.wikipedia.org/wiki/G%C3%BClseren,Rimi Rimi Ley,,Turkish,Göksan Arman|Erdinç Tunç,,rIAX35unkGc
2005,ua,NTU,GreenJolly,https://en.wikipedia.org/wiki/GreenJolly,"Razom nas bahato"" (Разом нас багато)",https://en.wikipedia.org/wiki/Razom_nas_bahato,Ukrainian,Roman Kalyn|Roman Kostyuk|Mikola Kulinich|Roman Kalyn|Roman Kostyuk,,AMsM_yA1wZY
2005,gb,BBC,Javine,https://en.wikipedia.org/wiki/Javine_Hylton,Touch My Fire,https://en.wikipedia.org/wiki/Touch_My_Fire,English,Javine Hylton|John Themis,,wvcpQ3cgod8
2006,al,RTSH,Luiz Ejlli,https://en.wikipedia.org/wiki/Luiz_Ejlli,Zjarr e ftohtë,https://en.wikipedia.org/wiki/Zjarr_e_ftoht%C3%AB,Albanian,Dr. Flori|Klodian Qafoku,,z_r4IzbwDY4
2006,ad,RTVA,Jenny,https://en.wikipedia.org/wiki/Jennifer_Serrano,Sense tu,,Catalan,Rafael Artesero|Joan Antoni Rechi,,UffvRSmRYEk
2006,am,AMPTV,André,https://en.wikipedia.org/wiki/Andr%C3%A9_(singer),Without Your Love,,English,Catherine Bekian|Armen Martirosyan,,FbsnjmFk-1s
2006,by,BTRC,Polina Smolova,https://en.wikipedia.org/wiki/Polina_Smolova,Mum,,English,Andrey Kostiugov|Sergey Sukhomlin,,jkGqAU3m-jw
2006,be,VRT,Kate Ryan,https://en.wikipedia.org/wiki/Kate_Ryan,Je t'adore,https://en.wikipedia.org/wiki/Je_t%27adore,English,Niklas Bergwall|Lisa Greene|Niclas Kings|Kate Ryan,,3JHnre0q3ow
2006,ba,BHRT,Hari Mata Hari,https://en.wikipedia.org/wiki/Hari_Mata_Hari,Lejla,https://en.wikipedia.org/wiki/Lejla_(song),Bosnian,Dejan Ivanović|Željko Joksimović|Fahrudin Pecikoza,,SXlIN3mcsH4
2006,bg,BNT,Mariana Popova,https://en.wikipedia.org/wiki/Mariana_Popova,Let Me Cry,,English,Elina Gavrilova|Dani Milev,,_Q_x1lOmdpM
2006,hr,HRT,Severina,https://en.wikipedia.org/wiki/Severina_(singer),Moja štikla,https://en.wikipedia.org/wiki/Moja_%C5%A1tikla,Croatian,Boris Novković|Franjo Valentić|Severina Vučković,,hGp3YfEj_GY
2006,cy,CyBC,Annet Artani,https://en.wikipedia.org/wiki/Annet_Artani,Why Angels Cry,,English,Peter Yiannakis,,cXXQIbxL110
2006,dk,DR,Sidsel Ben Semmane,https://en.wikipedia.org/wiki/Sidsel_Ben_Semmane,Twist of Love,,English,Niels Drevsholt,,7lvegAK4vOA
2006,ee,ETV,Sandra,https://en.wikipedia.org/wiki/Sandra_Oxenryd,Through My Window,,English,Jana Hallas|Alar Kotkas|Ilmar Laisaar|Pearu Paulus,,zOybfT_x8Sc
2006,fi,YLE,Lordi,https://en.wikipedia.org/wiki/Lordi,Hard Rock Hallelujah,https://en.wikipedia.org/wiki/Hard_Rock_Hallelujah,English,Mr. Lordi,,gAh9NRGNhUU
2006,fr,France Télévisions,Virginie Pouchain,https://en.wikipedia.org/wiki/Virginie_Pouchain,Il était temps,,French,Corneille,,-ZtZX2H6Wn4
2006,de,NDR,Texas Lightning,https://en.wikipedia.org/wiki/Texas_Lightning_(band),No No Never,https://en.wikipedia.org/wiki/No_No_Never,English,Jane Comerford,,IKvPzL1NSSI
2006,gr,ERT,Anna Vissi,https://en.wikipedia.org/wiki/Anna_Vissi,Everything,https://en.wikipedia.org/wiki/Everything_(Anna_Vissi_song),English,Nikos Karvelas|Anna Vissi,,EJDqzQ_GlW0
2006,is,RÚV,Silvía Night,https://en.wikipedia.org/wiki/Silv%C3%ADa_Night,Congratulations,https://en.wikipedia.org/wiki/Congratulations_(Silv%C3%ADa_Night_song),English,Ágústa Eva Erlendsdóttir|Þorvaldur Bjarni Þorvaldsson,,KkydPOGTJKk
2006,ie,RTÉ,Brian Kennedy,https://en.wikipedia.org/wiki/Brian_Kennedy_(singer),Every Song Is a Cry for Love,https://en.wikipedia.org/wiki/Every_Song_Is_a_Cry_for_Love,English,Brian Kennedy,,6BzFlczwSf8
2006,il,IBA,Eddie Butler,https://en.wikipedia.org/wiki/Eddie_Butler_(singer),Together We Are One,,Hebrew,Orly Burg|Eddie Butler|Osnat Tzavag,,GzDgdDbHM6g
2006,lv,LTV,Vocal Group Cosmos,https://en.wikipedia.org/wiki/Cosmos_(band),I Hear Your Heart,,English,Molly-Ann Leikin|Guntars Račs|Andris Sējāns|Reinis Sējāns,,-_pDAxEtt7g
2006,lt,LRT,LT United,https://en.wikipedia.org/wiki/LT_United,We Are the Winners,https://en.wikipedia.org/wiki/We_Are_the_Winners,English,Viktoras Diawara|Andrius Mamontovas|Saulius Urbonavičius,,DBAdOlQPbwg
2006,mk,MRT,Elena Risteska,https://en.wikipedia.org/wiki/Elena_Risteska,"Ninanajna"" (Нинанајна)",,"English,",Darko Dimitrov|Rade Vrčakovski,,meOfoHemzQY
2006,mt,PBS,Fabrizio Faniello,https://en.wikipedia.org/wiki/Fabrizio_Faniello,I Do,,English,Fabrizio Faniello|Aldo Spiteri,,kiORqJIala8
2006,mc,TMC,Séverine Ferrer,https://en.wikipedia.org/wiki/S%C3%A9verine_Ferrer,La Coco-Dance,,"French,",Iren Bo|J. Woodfeel,,g23U7o4NgmA
2006,md,TRM,Arsenium,https://en.wikipedia.org/wiki/Arsenie_Todira%C8%99,Loca,,English,Arsenium,,11Xi8u1gkTo
2006,nl,NOS,Treble,https://en.wikipedia.org/wiki/Treble_(musical_group),Amambanda,,"English,",Caroline Hoffman|Djem van Dijk|Niña van Dijk,,QMK4h4sFFIM
2006,no,NRK,Christine Guldbrandsen,https://en.wikipedia.org/wiki/Christine_Guldbrandsen,Alvedansen,,Norwegian,Kjetil Fluge|Christine Guldbrandsen|Atle Halstensen,,LIaFyFGWgnw
2006,pl,TVP,Ich Troje,https://en.wikipedia.org/wiki/Ich_Troje,Follow My Heart,,"English,",André Franke|William Lennox|O-Jay|Michał Wiśniewski,,n7pL-jaEnwQ
2006,pt,RTP,Nonstop,https://en.wikipedia.org/wiki/Nonstop_(band),Coisas de nada,,Portuguese,José Manuel Afonso|Elvis Veiguinha,,mWLX83XLmCs
2006,ro,TVR,Mihai Trăistariu,https://en.wikipedia.org/wiki/Mihai_Tr%C4%83istariu,Tornerò,https://en.wikipedia.org/wiki/Torner%C3%B2_(Mihai_Tr%C4%83istariu_song),"English,",Eduard Cîrcotã|Mihaela Deac|Cristian Hriscu,,1SyPb8IOimE
2006,ru,C1R,Dima Bilan,https://en.wikipedia.org/wiki/Dima_Bilan,Never Let You Go,https://en.wikipedia.org/wiki/Never_Let_You_Go_(Dima_Bilan_song),English,Irina Antonyan|Karen Kavaleryan|Alexandr Lunyov,,waYpnAexrUA
2006,si,RTVSLO,Anžej Dežan,https://en.wikipedia.org/wiki/An%C5%BEej_De%C5%BEan,Mr. Nobody,,English,Matjaž Vlašič|Urša Vlašič,,6AfU39gHNg4
2006,es,TVE,Las Ketchup,https://en.wikipedia.org/wiki/Las_Ketchup,Bloody Mary,https://en.wikipedia.org/wiki/Un_Blodymary,Spanish,Queco,,N8HnyH8PHVI
2006,se,SVT,Carola,https://en.wikipedia.org/wiki/Carola_H%C3%A4ggkvist,Invincible,https://en.wikipedia.org/wiki/Invincible_(Carola_H%C3%A4ggkvist_song),English,Thomas G:son|Carola Häggkvist|Bobby Ljunggren|Henrik Wikström,,vFu5y0nP-RQ
2006,ch,SRG SSR,six4one,https://en.wikipedia.org/wiki/Six4one,If We All Give a Little,,English,Bernd Meinunger|Ralph Siegel,,eSkQmSug55g
2006,tr,TRT,Sibel Tüzün,https://en.wikipedia.org/wiki/Sibel_T%C3%BCz%C3%BCn,Süper Star,,Turkish,Sibel Tüzün,,BlIDxZ1YfVc
2006,ua,NTU,Tina Karol,https://en.wikipedia.org/wiki/Tina_Karol,Show Me Your Love,,English,Tina Karol|Mikhail Nekrasov|Pavlo Shylko,,mRqhkwTIuU8
