year,round,country,votingCountry,voteType,points
1961,f,no,dk,t,1
1961,f,no,be,t,5
1961,f,no,yu,t,1
1961,f,no,fi,t,2
1961,f,no,es,t,1
1961,f,dk,no,t,8
1961,f,dk,se,t,2
1961,f,dk,nl,t,1
1961,f,dk,fi,t,1
1961,f,lu,it,t,3
1961,f,lu,dk,t,1
1961,f,lu,ch,t,1
1961,f,lu,fr,t,1
1961,f,lu,de,t,5
1961,f,lu,se,t,1
1961,f,lu,nl,t,1
1961,f,lu,yu,t,5
1961,f,lu,fi,t,3
1961,f,lu,at,t,4
1961,f,lu,mc,t,4
1961,f,lu,es,t,2
1961,f,gb,it,t,1
1961,f,gb,lu,t,8
1961,f,gb,dk,t,1
1961,f,gb,be,t,1
1961,f,gb,ch,t,7
1961,f,gb,nl,t,3
1961,f,gb,es,t,3
1961,f,it,dk,t,4
1961,f,it,be,t,4
1961,f,it,fr,t,1
1961,f,it,nl,t,1
1961,f,it,yu,t,1
1961,f,it,mc,t,1
1962,f,fi,gb,t,3
1962,f,fi,no,t,1
1962,f,dk,it,t,1
1962,f,dk,se,t,1
1962,f,se,nl,t,1
1962,f,se,dk,t,3
1962,f,de,mc,t,2
1962,f,de,gb,t,2
1962,f,de,nl,t,2
1962,f,de,dk,t,1
1962,f,de,fi,t,2
1962,f,fr,mc,t,1
1962,f,fr,it,t,2
1962,f,fr,lu,t,1
1962,f,fr,gb,t,1
1962,f,fr,yu,t,3
1962,f,fr,ch,t,3
1962,f,fr,no,t,3
1962,f,fr,de,t,3
1962,f,fr,se,t,3
1962,f,fr,at,t,2
1962,f,fr,es,t,2
1962,f,fr,be,t,2
1962,f,no,fr,t,2
1962,f,ch,de,t,2
1962,f,yu,it,t,3
1962,f,yu,fr,t,3
1962,f,yu,se,t,2
1962,f,yu,be,t,1
1962,f,yu,fi,t,1
1962,f,gb,yu,t,2
1962,f,gb,ch,t,2
1962,f,gb,dk,t,2
1962,f,gb,es,t,1
1962,f,gb,fi,t,3
1962,f,lu,mc,t,3
1962,f,lu,ch,t,1
1962,f,lu,at,t,1
1962,f,lu,es,t,3
1962,f,lu,be,t,3
1962,f,it,lu,t,2
1962,f,it,yu,t,1
1962,f,mc,lu,t,3
1962,f,mc,no,t,2
1962,f,mc,fr,t,1
1962,f,mc,nl,t,3
1962,f,mc,de,t,1
1962,f,mc,at,t,3
1963,f,gb,nl,t,3
1963,f,gb,no,t,5
1963,f,gb,fi,t,3
1963,f,gb,dk,t,3
1963,f,gb,yu,t,3
1963,f,gb,fr,t,3
1963,f,gb,es,t,5
1963,f,gb,se,t,2
1963,f,gb,mc,t,1
1963,f,de,no,t,2
1963,f,de,mc,t,3
1963,f,at,gb,t,4
1963,f,at,fi,t,4
1963,f,at,dk,t,1
1963,f,at,fr,t,2
1963,f,at,se,t,3
1963,f,at,be,t,2
1963,f,it,gb,t,2
1963,f,it,nl,t,1
1963,f,it,no,t,3
1963,f,it,fi,t,2
1963,f,it,dk,t,5
1963,f,it,yu,t,4
1963,f,it,ch,t,5
1963,f,it,es,t,3
1963,f,it,be,t,3
1963,f,it,mc,t,5
1963,f,it,lu,t,4
1963,f,dk,gb,t,3
1963,f,dk,nl,t,5
1963,f,dk,de,t,2
1963,f,dk,at,t,3
1963,f,dk,no,t,4
1963,f,dk,it,t,2
1963,f,dk,fi,t,5
1963,f,dk,ch,t,3
1963,f,dk,se,t,5
1963,f,dk,be,t,5
1963,f,dk,lu,t,5
1963,f,yu,fr,t,1
1963,f,yu,es,t,2
1963,f,ch,gb,t,5
1963,f,ch,de,t,4
1963,f,ch,at,t,5
1963,f,ch,no,t,1
1963,f,ch,it,t,5
1963,f,ch,dk,t,4
1963,f,ch,es,t,4
1963,f,ch,se,t,1
1963,f,ch,be,t,4
1963,f,ch,mc,t,4
1963,f,ch,lu,t,3
1963,f,fr,nl,t,4
1963,f,fr,de,t,1
1963,f,fr,at,t,2
1963,f,fr,it,t,4
1963,f,fr,yu,t,5
1963,f,fr,ch,t,4
1963,f,fr,es,t,1
1963,f,fr,be,t,1
1963,f,fr,mc,t,2
1963,f,fr,lu,t,1
1963,f,es,yu,t,2
1963,f,be,at,t,4
1963,f,mc,gb,t,1
1963,f,mc,nl,t,2
1963,f,mc,de,t,5
1963,f,mc,at,t,1
1963,f,mc,it,t,3
1963,f,mc,yu,t,1
1963,f,mc,ch,t,1
1963,f,mc,fr,t,5
1963,f,mc,se,t,4
1963,f,mc,lu,t,2
1963,f,lu,de,t,3
1963,f,lu,it,t,1
1963,f,lu,fi,t,1
1963,f,lu,dk,t,2
1963,f,lu,ch,t,2
1963,f,lu,fr,t,4
1964,f,lu,nl,t,3
1964,f,lu,fr,t,3
1964,f,lu,de,t,5
1964,f,lu,it,t,3
1964,f,nl,dk,t,1
1964,f,nl,gb,t,1
1964,f,no,dk,t,5
1964,f,no,fi,t,1
1964,f,dk,no,t,1
1964,f,dk,es,t,3
1964,f,fi,no,t,3
1964,f,fi,dk,t,3
1964,f,fi,gb,t,3
1964,f,at,it,t,5
1964,f,at,be,t,1
1964,f,at,es,t,5
1964,f,fr,lu,t,1
1964,f,fr,at,t,3
1964,f,fr,mc,t,5
1964,f,fr,pt,t,3
1964,f,fr,yu,t,1
1964,f,fr,es,t,1
1964,f,gb,nl,t,1
1964,f,gb,no,t,5
1964,f,gb,fi,t,3
1964,f,gb,at,t,1
1964,f,gb,fr,t,1
1964,f,gb,de,t,1
1964,f,gb,ch,t,5
1964,f,mc,lu,t,3
1964,f,mc,fr,t,5
1964,f,mc,yu,t,3
1964,f,mc,ch,t,1
1964,f,mc,be,t,3
1964,f,it,lu,t,5
1964,f,it,nl,t,5
1964,f,it,fi,t,5
1964,f,it,at,t,5
1964,f,it,gb,t,5
1964,f,it,de,t,3
1964,f,it,mc,t,3
1964,f,it,pt,t,5
1964,f,it,yu,t,5
1964,f,it,ch,t,3
1964,f,it,be,t,5
1964,f,be,mc,t,1
1964,f,be,pt,t,1
1964,f,es,it,t,1
1965,f,nl,no,t,5
1965,f,gb,es,t,5
1965,f,gb,no,t,1
1965,f,gb,be,t,6
1965,f,gb,se,t,3
1965,f,gb,it,t,1
1965,f,gb,dk,t,5
1965,f,gb,ch,t,5
1965,f,ie,pt,t,3
1965,f,ie,it,t,5
1965,f,ie,yu,t,3
1965,f,at,gb,t,3
1965,f,at,ie,t,5
1965,f,at,pt,t,5
1965,f,at,it,t,3
1965,f,no,at,t,1
1965,f,mc,gb,t,5
1965,f,mc,yu,t,1
1965,f,mc,ch,t,1
1965,f,se,dk,t,3
1965,f,se,fi,t,3
1965,f,fr,nl,t,1
1965,f,fr,es,t,3
1965,f,fr,ie,t,1
1965,f,fr,de,t,3
1965,f,fr,mc,t,5
1965,f,fr,lu,t,3
1965,f,fr,fi,t,1
1965,f,fr,yu,t,5
1965,f,pt,mc,t,1
1965,f,it,nl,t,3
1965,f,it,gb,t,1
1965,f,it,de,t,1
1965,f,it,be,t,3
1965,f,it,mc,t,3
1965,f,it,fr,t,3
1965,f,it,lu,t,1
1965,f,dk,se,t,5
1965,f,dk,lu,t,5
1965,f,lu,nl,t,5
1965,f,lu,es,t,1
1965,f,lu,ie,t,3
1965,f,lu,de,t,5
1965,f,lu,at,t,5
1965,f,lu,no,t,3
1965,f,lu,se,t,1
1965,f,lu,dk,t,1
1965,f,lu,fi,t,5
1965,f,lu,ch,t,3
1965,f,yu,fr,t,1
1965,f,yu,pt,t,1
1965,f,ch,at,t,3
1965,f,ch,fr,t,5
1966,f,de,be,t,1
1966,f,de,ch,t,5
1966,f,de,it,t,1
1966,f,dk,no,t,1
1966,f,dk,fi,t,3
1966,f,be,de,t,5
1966,f,be,pt,t,3
1966,f,be,se,t,1
1966,f,be,nl,t,5
1966,f,lu,at,t,1
1966,f,lu,se,t,5
1966,f,lu,fr,t,1
1966,f,yu,de,t,3
1966,f,yu,fi,t,1
1966,f,yu,gb,t,5
1966,f,no,de,t,1
1966,f,no,at,t,3
1966,f,no,se,t,3
1966,f,no,es,t,3
1966,f,no,it,t,5
1966,f,fi,dk,t,3
1966,f,fi,no,t,3
1966,f,fi,nl,t,1
1966,f,pt,dk,t,1
1966,f,pt,es,t,5
1966,f,at,be,t,5
1966,f,at,lu,t,5
1966,f,at,yu,t,5
1966,f,at,pt,t,1
1966,f,at,es,t,1
1966,f,at,ch,t,3
1966,f,at,mc,t,5
1966,f,at,it,t,3
1966,f,at,fr,t,3
1966,f,se,dk,t,5
1966,f,se,no,t,5
1966,f,se,fi,t,5
1966,f,se,ch,t,1
1966,f,es,yu,t,1
1966,f,es,pt,t,5
1966,f,es,gb,t,3
1966,f,ch,lu,t,1
1966,f,ch,at,t,5
1966,f,ch,mc,t,3
1966,f,ch,ie,t,3
1966,f,fr,mc,t,1
1966,f,nl,ie,t,1
1966,f,nl,gb,t,1
1966,f,ie,be,t,3
1966,f,ie,yu,t,3
1966,f,ie,fr,t,5
1966,f,ie,nl,t,3
1966,f,gb,lu,t,3
1966,f,gb,ie,t,5
1967,f,nl,gb,t,1
1967,f,nl,ie,t,1
1967,f,lu,nl,t,4
1967,f,lu,fi,t,2
1967,f,lu,be,t,1
1967,f,lu,gb,t,2
1967,f,lu,es,t,1
1967,f,lu,mc,t,1
1967,f,lu,yu,t,1
1967,f,lu,it,t,3
1967,f,lu,ie,t,2
1967,f,at,pt,t,1
1967,f,at,yu,t,1
1967,f,fr,nl,t,1
1967,f,fr,lu,t,2
1967,f,fr,at,t,1
1967,f,fr,ch,t,1
1967,f,fr,se,t,4
1967,f,fr,de,t,2
1967,f,fr,gb,t,2
1967,f,fr,mc,t,2
1967,f,fr,yu,t,4
1967,f,fr,ie,t,1
1967,f,pt,fr,t,1
1967,f,pt,ch,t,1
1967,f,pt,es,t,1
1967,f,se,pt,t,1
1967,f,se,fi,t,1
1967,f,se,no,t,2
1967,f,se,yu,t,1
1967,f,se,ie,t,2
1967,f,fi,nl,t,1
1967,f,fi,pt,t,1
1967,f,fi,it,t,1
1967,f,de,pt,t,1
1967,f,de,se,t,1
1967,f,de,be,t,1
1967,f,de,gb,t,1
1967,f,de,no,t,1
1967,f,de,it,t,1
1967,f,de,ie,t,1
1967,f,be,pt,t,1
1967,f,be,fi,t,3
1967,f,be,de,t,1
1967,f,be,gb,t,1
1967,f,be,yu,t,1
1967,f,be,ie,t,1
1967,f,gb,nl,t,2
1967,f,gb,lu,t,5
1967,f,gb,at,t,3
1967,f,gb,fr,t,7
1967,f,gb,pt,t,1
1967,f,gb,ch,t,7
1967,f,gb,se,t,1
1967,f,gb,fi,t,2
1967,f,gb,de,t,3
1967,f,gb,be,t,3
1967,f,gb,no,t,7
1967,f,gb,mc,t,3
1967,f,gb,it,t,2
1967,f,gb,ie,t,1
1967,f,es,nl,t,1
1967,f,es,lu,t,1
1967,f,es,at,t,1
1967,f,es,pt,t,2
1967,f,es,be,t,1
1967,f,es,mc,t,2
1967,f,es,yu,t,1
1967,f,no,nl,t,1
1967,f,no,se,t,1
1967,f,mc,at,t,2
1967,f,mc,fr,t,1
1967,f,mc,se,t,1
1967,f,mc,es,t,5
1967,f,mc,it,t,1
1967,f,yu,lu,t,1
1967,f,yu,fr,t,1
1967,f,yu,pt,t,1
1967,f,yu,be,t,1
1967,f,yu,es,t,2
1967,f,yu,it,t,1
1967,f,it,ch,t,1
1967,f,it,gb,t,1
1967,f,it,es,t,1
1967,f,it,ie,t,1
1967,f,ie,lu,t,1
1967,f,ie,at,t,3
1967,f,ie,pt,t,1
1967,f,ie,se,t,2
1967,f,ie,fi,t,2
1967,f,ie,de,t,4
1967,f,ie,be,t,3
1967,f,ie,gb,t,2
1967,f,ie,mc,t,2
1967,f,ie,yu,t,1
1967,f,ie,it,t,1
1968,f,pt,no,t,2
1968,f,pt,es,t,3
1968,f,nl,it,t,1
1968,f,be,pt,t,1
1968,f,be,fi,t,1
1968,f,be,fr,t,1
1968,f,be,it,t,3
1968,f,be,gb,t,1
1968,f,be,es,t,1
1968,f,at,de,t,2
1968,f,lu,nl,t,1
1968,f,lu,at,t,1
1968,f,lu,mc,t,1
1968,f,lu,fr,t,1
1968,f,lu,gb,t,1
1968,f,ch,yu,t,2
1968,f,mc,nl,t,2
1968,f,mc,lu,t,1
1968,f,mc,fi,t,3
1968,f,mc,gb,t,1
1968,f,mc,ie,t,1
1968,f,se,pt,t,1
1968,f,se,nl,t,1
1968,f,se,fi,t,1
1968,f,se,gb,t,2
1968,f,se,no,t,6
1968,f,se,ie,t,4
1968,f,fi,no,t,1
1968,f,fr,nl,t,3
1968,f,fr,be,t,6
1968,f,fr,at,t,2
1968,f,fr,lu,t,3
1968,f,fr,ch,t,3
1968,f,fr,se,t,1
1968,f,fr,it,t,2
1968,f,it,pt,t,1
1968,f,it,ch,t,2
1968,f,it,es,t,2
1968,f,it,yu,t,2
1968,f,gb,pt,t,1
1968,f,gb,nl,t,2
1968,f,gb,be,t,2
1968,f,gb,lu,t,1
1968,f,gb,ch,t,4
1968,f,gb,mc,t,5
1968,f,gb,se,t,3
1968,f,gb,fi,t,2
1968,f,gb,fr,t,4
1968,f,gb,it,t,1
1968,f,gb,ie,t,1
1968,f,gb,de,t,2
1968,f,no,lu,t,1
1968,f,no,es,t,1
1968,f,ie,pt,t,1
1968,f,ie,nl,t,1
1968,f,ie,be,t,1
1968,f,ie,at,t,4
1968,f,ie,lu,t,1
1968,f,ie,se,t,4
1968,f,ie,yu,t,6
1968,f,es,pt,t,4
1968,f,es,at,t,2
1968,f,es,lu,t,1
1968,f,es,mc,t,4
1968,f,es,fi,t,3
1968,f,es,fr,t,4
1968,f,es,it,t,3
1968,f,es,no,t,1
1968,f,es,ie,t,1
1968,f,es,de,t,6
1968,f,de,lu,t,1
1968,f,de,ch,t,1
1968,f,de,se,t,2
1968,f,de,gb,t,5
1968,f,de,es,t,2
1968,f,yu,pt,t,1
1968,f,yu,be,t,1
1968,f,yu,at,t,1
1968,f,yu,lu,t,1
1968,f,yu,ie,t,3
1968,f,yu,es,t,1
1969,f,yu,es,t,1
1969,f,yu,be,t,1
1969,f,yu,pt,t,3
1969,f,lu,yu,t,1
1969,f,lu,mc,t,3
1969,f,lu,nl,t,1
1969,f,lu,be,t,1
1969,f,lu,de,t,1
1969,f,es,yu,t,1
1969,f,es,lu,t,2
1969,f,es,mc,t,3
1969,f,es,ie,t,1
1969,f,es,be,t,3
1969,f,es,no,t,1
1969,f,es,de,t,3
1969,f,es,fr,t,2
1969,f,es,pt,t,2
1969,f,mc,es,t,2
1969,f,mc,it,t,4
1969,f,mc,nl,t,2
1969,f,mc,se,t,2
1969,f,mc,be,t,1
1969,f,ie,gb,t,1
1969,f,ie,nl,t,1
1969,f,ie,se,t,1
1969,f,ie,ch,t,3
1969,f,ie,de,t,1
1969,f,ie,fi,t,3
1969,f,it,yu,t,1
1969,f,it,mc,t,1
1969,f,it,ie,t,1
1969,f,it,pt,t,1
1969,f,it,fi,t,1
1969,f,gb,yu,t,2
1969,f,gb,lu,t,4
1969,f,gb,it,t,3
1969,f,gb,nl,t,1
1969,f,gb,se,t,5
1969,f,gb,de,t,1
1969,f,gb,pt,t,1
1969,f,gb,fi,t,1
1969,f,nl,lu,t,2
1969,f,nl,mc,t,1
1969,f,nl,it,t,3
1969,f,nl,be,t,1
1969,f,nl,ch,t,4
1969,f,nl,no,t,1
1969,f,nl,fr,t,6
1969,f,se,nl,t,1
1969,f,se,no,t,3
1969,f,se,pt,t,1
1969,f,se,fi,t,3
1969,f,be,es,t,2
1969,f,be,gb,t,3
1969,f,be,nl,t,1
1969,f,be,ch,t,2
1969,f,be,no,t,2
1969,f,ch,yu,t,2
1969,f,ch,ie,t,3
1969,f,ch,gb,t,2
1969,f,ch,be,t,1
1969,f,ch,no,t,1
1969,f,ch,de,t,2
1969,f,ch,fi,t,2
1969,f,no,se,t,1
1969,f,de,yu,t,3
1969,f,de,es,t,2
1969,f,de,be,t,1
1969,f,de,no,t,1
1969,f,de,fr,t,1
1969,f,fr,lu,t,1
1969,f,fr,mc,t,2
1969,f,fr,ie,t,4
1969,f,fr,gb,t,4
1969,f,fr,nl,t,2
1969,f,fr,se,t,1
1969,f,fr,ch,t,1
1969,f,fr,de,t,1
1969,f,fr,pt,t,2
1969,f,pt,es,t,2
1969,f,pt,be,t,1
1969,f,pt,fr,t,1
1969,f,fi,lu,t,1
1969,f,fi,es,t,1
1969,f,fi,ie,t,1
1969,f,fi,nl,t,1
1969,f,fi,no,t,1
1969,f,fi,de,t,1
1970,f,nl,it,t,3
1970,f,nl,yu,t,3
1970,f,nl,gb,t,1
1970,f,ch,nl,t,2
1970,f,ch,fr,t,2
1970,f,ch,gb,t,1
1970,f,ch,de,t,2
1970,f,ch,ie,t,1
1970,f,it,yu,t,1
1970,f,it,es,t,2
1970,f,it,de,t,2
1970,f,yu,gb,t,4
1970,f,be,fr,t,3
1970,f,be,lu,t,1
1970,f,be,ie,t,1
1970,f,fr,it,t,1
1970,f,fr,yu,t,2
1970,f,fr,mc,t,2
1970,f,fr,ie,t,3
1970,f,gb,nl,t,3
1970,f,gb,ch,t,2
1970,f,gb,it,t,2
1970,f,gb,yu,t,4
1970,f,gb,fr,t,2
1970,f,gb,lu,t,2
1970,f,gb,mc,t,4
1970,f,gb,de,t,4
1970,f,gb,ie,t,3
1970,f,es,it,t,3
1970,f,es,lu,t,2
1970,f,es,mc,t,3
1970,f,mc,ch,t,1
1970,f,mc,be,t,1
1970,f,mc,fr,t,2
1970,f,mc,es,t,1
1970,f,de,ch,t,1
1970,f,de,it,t,1
1970,f,de,lu,t,3
1970,f,de,es,t,4
1970,f,de,mc,t,1
1970,f,de,ie,t,2
1970,f,ie,nl,t,5
1970,f,ie,ch,t,6
1970,f,ie,be,t,9
1970,f,ie,fr,t,1
1970,f,ie,gb,t,4
1970,f,ie,lu,t,2
1970,f,ie,es,t,3
1970,f,ie,de,t,2
1971,f,at,mt,t,3
1971,f,at,mc,t,5
1971,f,at,ch,t,2
1971,f,at,de,t,7
1971,f,at,es,t,2
1971,f,at,fr,t,3
1971,f,at,lu,t,2
1971,f,at,gb,t,3
1971,f,at,be,t,3
1971,f,at,it,t,6
1971,f,at,se,t,4
1971,f,at,ie,t,6
1971,f,at,nl,t,3
1971,f,at,pt,t,5
1971,f,at,yu,t,4
1971,f,at,fi,t,3
1971,f,at,no,t,5
1971,f,mt,at,t,4
1971,f,mt,mc,t,2
1971,f,mt,ch,t,2
1971,f,mt,de,t,3
1971,f,mt,es,t,5
1971,f,mt,fr,t,3
1971,f,mt,lu,t,2
1971,f,mt,gb,t,3
1971,f,mt,be,t,4
1971,f,mt,it,t,4
1971,f,mt,se,t,2
1971,f,mt,ie,t,4
1971,f,mt,nl,t,5
1971,f,mt,pt,t,2
1971,f,mt,yu,t,2
1971,f,mt,fi,t,3
1971,f,mt,no,t,2
1971,f,mc,at,t,4
1971,f,mc,mt,t,5
1971,f,mc,ch,t,10
1971,f,mc,de,t,10
1971,f,mc,es,t,2
1971,f,mc,fr,t,8
1971,f,mc,lu,t,4
1971,f,mc,gb,t,8
1971,f,mc,be,t,10
1971,f,mc,it,t,4
1971,f,mc,se,t,10
1971,f,mc,ie,t,9
1971,f,mc,nl,t,9
1971,f,mc,pt,t,8
1971,f,mc,yu,t,10
1971,f,mc,fi,t,7
1971,f,mc,no,t,10
1971,f,ch,at,t,5
1971,f,ch,mt,t,5
1971,f,ch,mc,t,4
1971,f,ch,de,t,6
1971,f,ch,es,t,2
1971,f,ch,fr,t,6
1971,f,ch,lu,t,2
1971,f,ch,gb,t,6
1971,f,ch,be,t,3
1971,f,ch,it,t,7
1971,f,ch,se,t,4
1971,f,ch,ie,t,5
1971,f,ch,nl,t,5
1971,f,ch,pt,t,6
1971,f,ch,yu,t,4
1971,f,ch,fi,t,4
1971,f,ch,no,t,4
1971,f,de,at,t,6
1971,f,de,mt,t,5
1971,f,de,mc,t,7
1971,f,de,ch,t,6
1971,f,de,es,t,8
1971,f,de,fr,t,8
1971,f,de,lu,t,2
1971,f,de,gb,t,6
1971,f,de,be,t,7
1971,f,de,it,t,6
1971,f,de,se,t,6
1971,f,de,ie,t,5
1971,f,de,nl,t,5
1971,f,de,pt,t,7
1971,f,de,yu,t,7
1971,f,de,fi,t,5
1971,f,de,no,t,4
1971,f,es,at,t,4
1971,f,es,mt,t,8
1971,f,es,mc,t,10
1971,f,es,ch,t,5
1971,f,es,de,t,7
1971,f,es,fr,t,10
1971,f,es,lu,t,4
1971,f,es,gb,t,7
1971,f,es,be,t,4
1971,f,es,it,t,5
1971,f,es,se,t,6
1971,f,es,ie,t,9
1971,f,es,nl,t,6
1971,f,es,pt,t,7
